ClusterSize,diff
1,90
1,94.20835357
1,87.64880952
1,93.54665953
2,83.33333333
2,97.95918367
1,77.33333333
2,87.79920213
2,95.50746269
1,91.74311927
1,100
1,72.02753442
1,96.18881119
1,27.41935484
2,93.79699248
2,99.07407407
1,33.96226415
2,48.68421053
2,56.09756098
1,33.68421053
1,46.51162791
3,94.93670886
3,98.73417722
3,93.70963884
2,91.02564103
2,96.7032967
2,67.37935977
2,76.31578947
1,56.47058824
2,59.42028986
2,54.66666667
2,59.25925926
2,63.52941176
1,40.74074074
7,57.95454545
7,58.16326531
7,50
7,55.81395349
7,53.60824742
7,60.49382716
7,65
3,90.4109589
3,86.66666667
3,93.75
2,63.0952381
2,62.82051282
7,51.35135135
7,63.01369863
7,59.45945946
7,45.94594595
7,61.33333333
7,52.94117647
7,50.64935065
1,50.68493151
1,57.14285714
1,47.55852843
2,80.65509518
2,86
4,68.83116883
4,77.5862069
4,89.28571429
4,33.33333333
1,70.90909091
2,72.72727273
2,81.81818182
4,83.15789474
4,80.88235294
4,91.11111111
4,94.18890449
1,26.53061224
1,84.10714286
1,79.56901255
1,75.62611807
1,50.70422535
1,32.85714286
1,93.33333333
1,25.42087542
1,62.98076923
1,95.04132231
2,93.83979885
2,92.30769231
1,100
1,25.64102564
1,26.47058824
2,86.25
2,92.53731343
1,36.55913978
5,91.76470588
5,90.36144578
5,97.70114943
5,93.61702128
5,95.29411765
10,87.83783784
10,86.86868687
10,63.23529412
10,71.28712871
10,29.50819672
10,86.8852459
10,26.5625
10,92.42424242
10,89.77272727
10,34.48275862
3,36.0367893
3,36.18358408
3,72.56169213
1,97.43589744
1,90.33613445
1,85.45345104
1,38.27160494
1,46.71119207
1,48.71794872
2,100
2,96.96969697
1,68.42105263
1,68
34,100
34,100
34,90
34,83.87096774
34,77.77777778
34,80.64516129
34,37.93103448
34,76.66666667
34,74.07407407
34,32.14285714
34,85.18518519
34,36
34,92
34,100
34,95.83333333
34,86.36363636
34,100
34,100
34,95.45454545
34,95.83333333
34,96
34,100
34,78.57142857
34,100
34,95.83333333
34,87.5
34,92
34,37.5
34,96.2962963
34,65.51724138
34,93.5483871
34,72.4137931
34,74.19354839
34,87.5
47,90
47,81.48148148
47,75.86206897
47,100
47,92
47,82.14285714
47,90
47,87.09677419
47,64.51612903
47,40
47,100
47,92
47,64.70588235
47,67.85714286
47,90.90909091
47,87.87878788
47,45.16129032
47,95.83333333
47,94.73684211
47,80
47,95
47,92.85714286
47,90.90909091
47,78.26086957
47,84
47,72
47,80
47,95.65217391
47,90.625
47,45.16129032
47,55.17241379
47,55.17241379
47,55.55555556
47,65.51724138
47,93.5483871
47,96.875
47,48.27586207
47,50
47,72.72727273
47,90.47619048
47,100
47,53.33333333
47,58.82352941
47,93.10344828
47,93.33333333
47,96.2962963
47,88.46153846
11,98.55072464
11,89.65517241
11,34.375
11,97.14285714
11,83.33333333
11,80
11,93.33333333
11,93.33333333
11,88.57142857
11,36.11111111
11,93.88888889
1,34.82834994
1,75.86206897
2,93.82749326
2,94.9223417
1,68.1712963
1,30
1,30.76923077
1,43.65384615
1,91.66666667
1,100
2,97.4137931
2,98.38709677
3,59.375
3,96.875
3,97.5
1,64.48334274
1,92.56198347
2,83.96774194
2,96.73913043
2,94.30082256
2,79.27620348
6,75.40199913
6,85.38557214
6,82.33612416
6,85.93406593
6,80.34311699
6,85.41666667
1,95.50561798
1,25.6155055
1,34.95276653
1,37.38943983
1,78.26086957
1,39.07120743
2,51.17924528
2,95.26027397
1,95.16129032
2,56.39097744
2,66.41221374
1,85.05709976
2,50
2,91.30434783
5,91.52238806
5,91.17647059
5,91.52435168
5,92.5727989
5,88.88888889
1,85.46184739
1,84.19489008
2,72.15619694
2,55.12271689
2,69.99203505
2,64.06882591
5,51.35135135
5,56.66666667
5,37.5
5,53.33333333
5,43.63636364
13,39.68253968
13,62.90322581
13,45.07042254
13,52.45901639
13,27.86885246
13,60
13,68.96551724
13,51.42857143
13,71.66666667
13,70.37037037
13,61.01694915
13,43.18181818
13,46.2962963
2,60
2,55.05617978
7,81.15942029
7,93.93939394
7,85.8974359
7,78.87323944
7,27.02702703
7,84.41558442
7,87.5
3,59.64912281
3,60.34482759
3,30.88235294
9,52.85714286
9,61.29032258
9,63.63636364
9,75.75757576
9,62.85714286
9,65.90909091
9,58.13953488
9,65.31531532
9,62.37458194
5,70
5,35.8974359
5,79.41176471
5,58.62068966
5,50
1,42.85714286
2,78.91246684
2,86.53846154
1,78.94736842
1,54.76190476
1,85.73989883
2,81.25
2,77.12418301
1,48.87690925
1,87.91529755
1,29.16666667
1,50
1,91.01027397
1,91.9558784
1,41.17647059
1,46.83908046
1,89.56552707
1,59.44578313
1,45.14018692
1,45.25373134
1,89.07646475
1,86.19307832
1,63.73626374
14,92.08291708
14,40.43209877
14,90.43573582
14,88.04470855
14,97.43589744
14,88.93184422
14,85.09828789
14,94.16216216
14,75.09090909
14,88.55799373
14,94.99184719
14,96.04582409
14,97.12773998
14,29.15263749
1,26.66666667
1,53.59801489
1,28.88243832
1,27.38095238
1,53.16455696
1,71.13283496
3,55.80952381
3,50.76923077
3,46.91358025
16,54
16,94.68954248
16,87.41976893
16,29.61823966
16,74.2190843
16,71.17794486
16,46.66666667
16,95.08196721
16,90.12474012
16,69.09090909
16,66.55140311
16,93.10344828
16,90.1429342
16,92.85714286
16,93.84615385
16,51.13122172
2,83.78310845
2,84.28571429
1,74.11255411
1,95.26198439
1,27.27272727
1,41.16186693
3,34.51178451
3,73.63636364
3,68.08510638
1,89.65517241
1,43.76646181
2,91.95402299
2,63.96761134
5,56.25
5,40.50632911
5,39.3442623
5,34.21052632
5,74.11764706
4,51.72413793
4,46.42857143
4,47.36842105
4,50
3,89.15662651
3,85.88235294
3,94.27083333
3,93.60047847
3,92.04281447
3,98.1492192
6,65.06666667
6,65.2892562
6,69.22352941
6,78.63247863
6,71.70488534
6,84.29146538
4,81.97699497
4,88.3129771
4,82.88097258
4,88.85313531
2,71.60367722
2,35.70571771
1,36.61740558
1,25.67567568
1,34.09090909
1,72.51228501
3,61.86440678
3,48.8372093
3,35.04273504
1,61.81818182
2,81.75928738
2,75
1,66.32290185
1,53.84615385
2,37.1459695
2,36.72205013
2,63.63636364
2,70.14925373
1,87.5
1,49.40677966
3,92.85714286
3,90.0990099
3,91.11111111
3,83.78787879
3,90.4040404
3,91.3277512
6,46.26865672
6,79.41176471
6,88.97959184
6,63.88888889
6,63.2183908
6,56.32183908
2,27.11864407
2,25.3968254
5,79.31034483
5,83.33983994
5,86.20689655
5,87.47481929
5,91.83673469
2,93.33333333
2,89.69544648
2,90.96889952
2,92.77108434
2,78.44827586
2,81.43222506
2,74.33628319
2,67.54643206
2,47.89915966
2,76.78571429
1,86.55462185
2,71.56862745
2,76.28865979
1,38.13559322
2,81.95918367
2,74.24115378
1,62.54879449
1,59.64912281
1,39.53488372
15,54.6875
15,68.42105263
15,39.7260274
15,74.62686567
15,73.33333333
15,59.01639344
15,52.30769231
15,53.44827586
15,55.88235294
15,49.31506849
15,50
15,76.92307692
15,51.35135135
15,25.75757576
15,81.08108108
11,78.18181818
11,73.01587302
11,88
11,82.8125
11,76.92307692
11,69.64285714
11,85.48387097
11,60.6557377
11,63.33333333
11,34.42622951
11,62.5
22,69.23076923
22,69.23076923
22,84.31372549
22,84.12698413
22,76.92307692
22,76.92307692
22,38.0952381
22,45.65217391
22,72.34042553
22,75.86206897
22,60
22,60.41666667
22,32.69230769
22,53.33333333
22,37.5
22,57.40740741
22,70.76923077
22,61.11111111
22,31.81818182
22,48.93617021
22,67.34693878
22,32.8125
2,29.11392405
2,73.68421053
4,64.61538462
4,56.47058824
4,41.66666667
4,46.83544304
4,42.12924606
4,29.26177756
4,28.16901408
4,28.76712329
2,35.8490566
2,48.19277108
1,25.15015015
1,63.73626374
3,33.89830508
3,44.64285714
3,63.1377551
4,57.44680851
4,33.64485981
4,46.15384615
4,59.61538462
1,26.54867257
1,36.71152229
1,93.93939394
2,92.45283019
2,84.67032967
1,40.55555556
1,71.42857143
3,63.81551363
3,78.09925658
3,68.8159204
2,94.44444444
2,91.66666667
1,55.55555556
1,58.33333333
2,32.67326733
2,39.39393939
1,86.88888889
1,100
1,52.38095238
1,100
2,79.33634992
2,84
1,90.87301587
1,93.44262295
2,93.75
2,46.875
1,93.47826087
2,40.69767442
2,91.30434783
1,34.38854343
1,92.10526316
1,64.83375959
1,63.26530612
1,97.22222222
2,60.71428571
2,100
1,71.42857143
4,98.03921569
4,91.21863799
4,77.77777778
4,100
1,67.79661017
1,93.61702128
2,82.45014245
2,72.54901961
1,94.33962264
1,64.65367965
1,97.43589744
4,91.48183864
4,84.22619048
4,67.08108108
4,94.80519481
1,95.83333333
1,81.76043557
1,96.66666667
1,82.83410138
2,90.40978593
2,89.84232868
1,83.51648352
2,73.4939759
2,46.42857143
1,90.625
1,41.36842105
1,71.02990033
2,39.6969697
2,36.66666667
5,50.53763441
5,56.52173913
5,49.45054945
5,50.60240964
5,51.2195122
1,25.35211268
6,98.2300885
6,93.89563107
6,99.14529915
6,91.00185529
6,96.69421488
6,92.06521739
6,46.24881292
6,60.93260188
6,46.45490641
6,45.78313253
6,94.48407432
6,90.2173913
2,44.33962264
2,48.7804878
2,88.53009558
2,87.80487805
1,26.54320988
1,42.33576642
3,28
3,28.57142857
3,37.5
1,40.42553191
1,30.23255814
1,28.125
1,31.88405797
1,30.95238095
1,72.44067797
1,79.21052632
3,44.44444444
3,53.7037037
3,48.07692308
3,87.48320645
3,79.13256956
3,74.02597403
1,31.52173913
1,62.94261294
1,79.41176471
1,96.49122807
1,55.68181818
1,86.15384615
1,84.37810945
1,91.13924051
1,98.38709677
1,60.15037594
1,26.66666667
1,27.27272727
1,49.47759461
1,36.5780446
1,58.33333333
1,31.05811404
1,38.29787234
1,65.90909091
1,67.02702703
4,54.23728814
4,61.19402985
4,67.1875
4,52.09371884
1,63.07692308
5,46.875
5,51.35135135
5,76.82926829
5,83.07692308
5,67.69230769
2,52.17391304
2,42.5
2,50
2,50
3,38.88888889
3,80
3,81.81818182
2,91.30434783
2,91.66666667
1,60
1,55.38461538
1,93.2867884
7,73.65591398
7,43.75631668
7,31.13207547
7,37.00787402
7,53.125
7,36.53846154
7,41.80921263
1,47.5
1,55.0180018
1,34.5924029
2,91.07142857
2,80
1,33.45506188
4,33.33333333
4,60.82630327
4,35.41666667
4,49.29577465
1,73.84615385
1,63.15789474
2,34.65346535
2,37.27272727
1,48.59813084
1,57.95454545
1,29.03225806
3,50
3,41.09589041
3,34.28571429
1,29.94766428
1,29.87197724
2,43.87755102
2,48.64864865
1,51.13636364
1,51.40983607
1,26.19047619
2,55.86419753
2,44.93325243
5,67.03296703
5,47.22222222
5,41.86046512
5,46.875
5,30.76923077
1,98.63013699
4,86.7768595
4,93.84615385
4,94.6420729
4,59.9537037
2,63.26530612
2,37.5
1,52.63157895
1,74.6031746
1,59.70149254
2,60.71428571
2,72.4137931
2,91.30434783
2,92.59259259
1,67.34693878
6,97.82608696
6,78.26086957
6,42.55319149
6,96.66666667
6,67.21311475
6,87.27272727
2,97.91666667
2,93.61702128
1,64.1025641
1,58.62068966
2,69.04761905
2,75
1,63.79310345
1,50.70422535
1,35.16483516
1,69.13580247
1,36.41456583
1,66.66666667
1,25.66371681
2,93.63022942
2,87.33836207
1,42.59259259
1,89.66666667
1,42.30769231
1,90.74074074
5,80.70175439
5,65.2173913
5,68.08479532
5,79.74683544
5,71.84466019
1,71.62162162
1,31.14754098
7,39.36170213
7,44
7,95.83333333
7,96.36363636
7,93.68421053
7,94.73684211
7,29.8245614
4,86.38218924
4,93.9957265
4,94.15584416
4,93.75
1,29.4973545
2,66.72149123
2,61.32996633
5,57.57575758
5,72.5
5,46.77419355
5,49.25373134
5,60.71428571
6,40.32258065
6,61.01694915
6,35.0877193
6,51.51515152
6,45.16129032
6,59.64912281
1,68.35557158
3,77.48622094
3,79.59770115
3,77.15215215
1,66.89845185
1,67.7462888
4,74.58333333
4,31.5173527
4,70.5942623
4,66.78354371
3,76.75489068
3,68.3600713
3,71.39160437
13,54.76455321
13,57.19429086
13,64.59902525
13,72.38095238
13,73.89937107
13,70.61965812
13,81.31868132
13,69.95864143
13,70.2962963
13,74.08902692
13,77.81445138
13,72.63585794
13,57.15709729
5,71.72619048
5,77.3453997
5,77.32142857
5,77.89855072
5,77.50649351
2,82.30286738
2,73.04490331
2,73.84188627
2,76
2,94.73684211
2,82.44462674
1,95.23809524
2,91.98480532
2,89.02439024
1,87.26276397
1,65
1,29.50819672
2,60.75949367
2,60.49382716
2,65.56712963
2,65.2173913
24,79.03225806
24,69.81132075
24,98.14814815
24,87.67123288
24,84.21052632
24,69.49152542
24,70.14925373
24,80.35714286
24,48.07692308
24,45.61403509
24,74
24,72.58064516
24,30
24,86.84210526
24,84.81012658
24,79.66101695
24,26.41509434
24,54.94505495
24,62.74509804
24,83.72093023
24,40.22988506
24,60.71428571
24,82.35294118
24,87.95180723
3,62.96296296
3,48.57142857
3,41.97530864
9,50
9,53.28810423
9,42.68292683
9,60.21505376
9,57.14285714
9,65.65656566
9,54.66666667
9,68.31683168
9,42.19354839
1,50.64935065
7,73.45132743
7,78.75
7,78.89908257
7,27.77777778
7,42.30769231
7,33.33333333
7,81.08108108
6,96.36363636
6,91.76470588
6,96.15384615
6,95.12195122
6,100
6,79.48717949
62,94.20289855
62,78.26086957
62,28
62,90.47619048
62,97.56097561
62,96.82539683
62,92.68292683
62,96.55172414
62,96.15384615
62,71.05263158
62,65.95744681
62,57.89473684
62,92.5
62,95.91836735
62,87.5
62,92.72727273
62,96.22641509
62,92.68292683
62,94.64285714
62,91.30434783
62,98.27586207
62,71.18644068
62,93.47826087
62,57.40740741
62,93.18181818
62,94.44444444
62,88.63636364
62,94.54545455
62,92.68292683
62,92.85714286
62,98.07692308
62,91.93548387
62,96.22641509
62,92.1875
62,94.11764706
62,96.15384615
62,98.36065574
62,93.10344828
62,91.07142857
62,96.96969697
62,55.55555556
62,95.52238806
62,95.16129032
62,94.11764706
62,94.28571429
62,87.87878788
62,80
62,96.875
62,95.38461538
62,79.36507937
62,86.15384615
62,81.03448276
62,29.8245614
62,95
62,93.33333333
62,94.33962264
62,90
62,96.36363636
62,76.36363636
62,92.59259259
62,94.54545455
62,36.53846154
10,97.14285714
10,93.75
10,90.14084507
10,97.61904762
10,91.66666667
10,87.95180723
10,79.22077922
10,78.94736842
10,94.87179487
10,92.20779221
1,93.82716049
1,49.57264957
1,27.86885246
1,28.20512821
1,90.76648841
1,91.78082192
1,31.91489362
1,91.49597238
2,55
2,72.28684359
1,38.88888889
5,49.21875
5,63.41463415
5,61.98424606
5,62.19512195
5,53.65079365
7,87.64044944
7,74.76635514
7,83.33333333
7,88.76404494
7,83.80952381
7,85.4368932
7,32.12682927
1,27.84810127
1,65.19193234
1,67.32673267
1,50
1,50.70422535
1,25.58139535
1,70.68965517
1,55.55555556
1,36.9047619
1,70.2970297
1,47
1,51.16531165
2,48.71794872
2,48.64864865
1,72.38095238
1,38.125
9,33.14211213
9,36.70903565
9,77.61904762
9,91.07142857
9,86.04651163
9,96.92307692
9,48.4375
9,85.48387097
9,94.73684211
8,93.61702128
8,89.74358974
8,79.59183673
8,65
8,47.69230769
8,61.38613861
8,94.20289855
8,93.81443299
3,90
3,80.82191781
3,66.66666667
1,30.2173913
9,40.6061747
9,51.46520147
9,60.34398034
9,69.73684211
9,73.98989899
9,72.50167673
9,77.13450292
9,72.68217054
9,58.49590469
7,87.63040238
7,87.69132653
7,89.87206823
7,92.23300971
7,93.53973168
7,89.89010989
7,76.94206476
3,80.82191781
3,83.33333333
3,91.06990622
9,78.74221419
9,75.18518519
9,53.22229141
9,60.83333333
9,67.94468887
9,49.89919355
9,65.07936508
9,31.37641187
9,32.65993266
1,35.29411765
1,70.32967033
1,58.03312629
2,33.33333333
2,37.70491803
1,40.74074074
2,42.42424242
2,52.63157895
1,39.28571429
1,30.44181034
4,67.45017885
4,59.74025974
4,72.94823232
4,70.66666667
5,45.78313253
5,34.375
5,53.48837209
5,35.71428571
5,56.12244898
1,98.48484848
4,88.23529412
4,94.87179487
4,91.17647059
4,90.673944
1,26.38888889
1,40
1,76.59574468
1,44.15584416
1,32.14285714
1,70.87912088
1,69.78245279
1,34.54545455
1,34.56790123
1,34.7641404
1,85.36842105
1,86.34146341
1,38.18181818
2,91.30434783
2,91.00529101
1,72.65902266
1,51.45067698
1,37.28813559
1,27.5
1,43.52941176
4,38.33333333
4,40.90909091
4,39.68253968
4,45.55555556
1,41.37931034
1,40.45352744
1,33.33333333
3,48.35164835
3,37.31343284
3,55.40540541
1,26.36932707
5,89.57661724
5,84.24972618
5,76.41495708
5,92.45757385
5,90.05251776
1,79.15518825
1,57.57575758
1,37.34939759
1,29.31034483
2,34.40860215
2,45.23809524
1,71.11111111
1,33.61037234
1,28.16176471
1,39.50617284
2,40.55774126
2,42.46575342
1,31.36054422
2,56.16438356
2,77.94372294
4,35.71428571
4,50
4,34.14634146
4,38.23529412
1,38.70967742
2,44.03420943
2,31.81818182
1,52.38095238
4,48.19277108
4,53.84615385
4,49.43820225
4,26.66666667
1,27.41935484
3,75.26610644
3,90.12755102
3,92.2600211
1,71.82054134
1,42.74322169
5,65.65101565
5,70.58210976
5,72.35223522
5,72.17948718
5,69.84624571
1,27.45156483
1,31.09756098
1,75.72815534
7,86.8852459
7,94.44892473
7,91.57894737
7,89.64891041
7,84.28571429
7,87.53185293
7,92.10526316
1,38.17204301
1,36.03603604
1,84.93150685
1,25.74257426
2,48.7804878
2,52.22222222
1,34.01477833
2,27.05882353
2,32.5
2,38.88888889
2,35.12441892
2,62.5
2,61.53846154
1,96.84065934
1,50
1,57.14072971
1,66.84860299
1,30.50891243
1,30.19023987
1,63.85542169
1,31.20915033
1,47.19101124
1,26.85185185
1,46.06741573
2,49.41176471
2,60.25641026
1,89.65517241
3,34.84848485
3,40
3,40
1,71.38694639
2,64.55696203
2,55.43478261
5,67.5
5,91.83673469
5,91.30434783
5,89.21568627
5,92.87045666
2,39.28571429
2,34.375
6,75
6,65.625
6,66.66666667
6,62.22222222
6,70.37037037
6,53.84615385
1,40.57917889
1,61.29032258
1,40.22988506
1,38.75
1,37.70967742
2,35.18518519
2,42.85714286
2,90.86538462
2,86.56716418
1,35.60559951
2,49.18032787
2,51.38888889
1,34.14141414
1,90.74074074
1,33.33333333
1,100
1,30.78115914
16,89.83050847
16,87.32394366
16,88.70967742
16,91.53731343
16,89.42544154
16,91.91919192
16,92.68191268
16,90
16,87.86508385
16,84.51565558
16,92.43421053
16,90.55137845
16,76.92307692
16,84.28571429
16,72.79314888
16,78.88888889
1,36.93490054
1,71.62686567
1,25.28735632
1,32.79352227
2,68.55975883
2,52.5
1,45.57165862
3,41.2371134
3,46.15384615
3,45.05494505
2,60
2,48.4375
2,69.23076923
2,59.61538462
1,33.46058837
13,31.03448276
13,94.11764706
13,100
13,35.48387097
13,87.09677419
13,97.22222222
13,51.42857143
13,96.2962963
13,94.59459459
13,35.8974359
13,70.96774194
13,84.21052632
13,51.1627907
5,89.35897436
5,97.5
5,83.90804598
5,94.44444444
5,88.88888889
2,45.45454545
2,43.43434343
2,54.6875
2,60.96491228
2,34.17721519
2,38.27160494
2,48.86363636
2,48.80952381
2,42.46575342
2,42.85714286
1,68.04465569
1,51.1627907
1,45.12195122
1,75.53629469
8,59.40594059
8,50
8,56.56565657
8,50
8,65.65656566
8,51.66666667
8,77.27272727
8,56.92307692
2,39.78494624
2,48.7804878
4,84.44444444
4,88.17204301
4,79.7752809
4,67.9245283
1,28.42857143
1,47.05882353
1,43.65079365
1,38.94736842
2,49.15254237
2,44.87179487
1,93.65079365
1,75.53475936
1,77.36361871
1,76.07433217
1,38.31535696
1,38.82352941
1,52.97270955
1,56.8627451
2,83.05084746
2,81.15942029
3,59.57446809
3,50.52260256
3,53.48837209
2,37.14285714
2,34.44444444
1,31.42857143
4,60.08909853
4,84.66838932
4,77.81818182
4,35.29411765
32,25.92592593
32,43.58974359
32,48.38709677
32,87.09677419
32,91.30434783
32,58.33333333
32,80.55555556
32,89.36170213
32,38.88888889
32,80
32,93.61702128
32,82.35294118
32,75.86206897
32,86.2745098
32,31.25
32,83.87096774
32,33.33333333
32,60.52631579
32,85.71428571
32,77.77777778
32,27.77777778
32,90.24390244
32,94.44444444
32,86.11111111
32,80.64516129
32,83.33333333
32,87.5
32,86.11111111
32,65.51724138
32,85.29411765
32,96.96969697
32,96.875
1,44.55825864
17,65.90909091
17,93.18181818
17,88.88888889
17,51.42857143
17,93.33333333
17,95.12195122
17,90.90909091
17,83.72093023
17,51.2195122
17,53.19148936
17,93.33333333
17,59.3220339
17,58.73015873
17,95.3125
17,92.1875
17,89.74358974
17,75.09920635
1,75.72815534
9,98.14814815
9,92.72727273
9,92.15686275
9,99.11504425
9,95.78947368
9,96.46017699
9,57.6
9,56.33802817
9,91.81818182
2,65.39128926
2,65.36796537
3,80.88235294
3,89.87341772
3,87.14285714
3,26.25
3,30.68181818
3,70.70707071
6,66.66666667
6,63.0952381
6,60.57692308
6,50
6,59.43396226
6,40.96385542
1,53.46534653
1,35.29411765
1,43.66197183
1,76.48780488
2,31.37254902
2,33.67346939
2,73.06672559
2,76.31578947
1,34.63120776
2,38.66666667
2,46.80851064
1,31.70731707
1,64.83660131
1,77.70854967
2,72.86021505
2,78.75
1,35.55555556
1,40
2,79.34472934
2,75.64786585
1,54.16666667
1,42.37288136
1,73.74891775
2,57.14285714
2,56.14035088
1,64.42687747
1,53.48837209
2,65.71428571
2,61.81818182
4,43.63636364
4,36.20689655
4,35.9375
4,36.66666667
3,44.82758621
3,59.15492958
3,28.84615385
2,57.5
2,48.05194805
3,89.30135161
3,66.14893617
3,75.72815534
1,42.55319149
7,83.33333333
7,83.33333333
7,30.76923077
7,97.77777778
7,91.89189189
7,90.69767442
7,85.61692127
2,50.74626866
2,47.69230769
1,48.07692308
1,61.40350877
2,92.64705882
2,93.5022742
1,90
2,77.52808989
2,81.14864865
1,61.64383562
1,41.4893617
1,60.71428571
3,37.69994484
3,62.1875
3,66.63313213
2,87.5
2,90.98798398
27,86.09677419
27,97.87234043
27,92.14434214
27,93.10344828
27,95.89041096
27,96.76662321
27,74.24242424
27,94.82758621
27,87.5
27,94.73684211
27,96.07843137
27,89.36170213
27,94.24993611
27,97.91666667
27,94
27,50
27,76.92307692
27,60
27,93.5483871
27,97.95918367
27,100
27,94.44444444
27,96.2962963
27,95.37895747
27,93.19354839
27,96
27,95.07803121
8,95.45454545
8,96.77419355
8,70
8,100
8,97.05882353
8,100
8,96.875
8,100
3,93.07598039
3,77.77777778
3,64.28571429
3,62.46583662
3,35.89173155
3,39.27017074
2,26.15384615
2,69.35483871
39,98.80952381
39,98.85057471
39,100
39,97.43589744
39,97.72727273
39,56.09756098
39,94.88784559
39,98.66666667
39,98.11320755
39,54.01891253
39,96.25
39,90.45584046
39,48.14814815
39,47.14285714
39,97.2972973
39,97.0428354
39,93.58974359
39,86.30136986
39,94.36619718
39,92.69788183
39,96.82539683
39,92.75425578
39,90.22435897
39,98.38709677
39,93.61702128
39,93.91608392
39,80.0804829
39,84.37761069
39,89.65517241
39,96.05415861
39,78.57397504
39,71.66666667
39,32.0754717
39,89.79591837
39,91.52542373
39,88.63636364
39,100
39,69.64285714
39,98.36065574
7,97.14285714
7,100
7,100
7,87.29946524
7,95.6864564
7,94.44444444
7,89.18918919
1,69.63562753
1,80.64516129
2,63.61111111
2,76.34188034
1,34.92063492
1,44.70588235
1,48.61111111
3,73.22395667
3,78.72122762
3,80.03663004
2,51.80921053
2,41.27817228
1,31.03448276
2,64.28571429
2,78.84615385
2,89.01098901
2,94.91953717
1,68
1,38.7755102
1,64.38356164
1,44.1233676
3,73.07692308
3,62.85714286
3,60
1,74.28571429
1,54.62962963
1,36.61971831
1,33.8028169
1,37.86407767
3,27.95698925
3,34.06593407
3,43.58974359
3,90.92473118
3,92.99828669
3,72.22222222
2,32.55813953
2,27.69230769
1,80.3030303
1,38.80597015
1,71.42857143
1,37.95655288
2,48.87218045
2,53.88888889
2,53.784219
2,44.27083333
1,39.79166667
1,34.21052632
10,95
10,47.94520548
10,75
10,83.52941176
10,95.3125
10,36.06557377
10,82.60869565
10,91.54929577
10,93.24324324
10,26.31578947
1,32.14285714
1,73.69791667
1,55.71428571
1,47.30806374
1,70.1310616
1,28.96527032
3,37.6344086
3,29.88239487
3,26.82352941
1,26.69507943
1,72.6744186
1,28.03030303
2,80.13728014
2,64.1025641
1,25.64102564
1,33.11403509
4,92.07920792
4,92.92929293
4,96.03832688
4,91.83673469
2,84.21052632
2,90.38461538
4,93.24324324
4,82.53968254
4,43.90243902
4,40.32258065
1,39.89361702
1,45.09803922
1,66.07142857
1,46.96969697
1,72.82608696
1,25.53485162
4,85.52631579
4,77.55102041
4,85.71428571
4,91.11111111
1,69.02654867
1,32.55131965
2,74.76747675
2,81.25
1,70.27027027
1,27.5862069
1,75.02096729
1,91.11111111
10,31.73670291
10,28.16901408
10,31.48148148
10,55.73770492
10,43.85964912
10,46.2962963
10,60.34482759
10,46.66666667
10,60.6557377
10,50
2,33.33333333
2,31.03448276
5,25.92592593
5,53.73134328
5,48.27586207
5,77.46478873
5,47.82608696
2,66.02098467
2,88.23529412
1,79.43722944
1,87.14090287
2,31.56498674
2,26.75021608
1,45.71428571
1,90.3030303
1,26.56976744
1,41.37931034
7,50.71639275
7,83.5082141
7,89.71962617
7,90.57239057
7,85.55914674
7,80.85244203
7,93.84920635
2,68.35443038
2,80.8988764
1,100
1,95.09781358
1,97.43589744
1,93.20475847
1,93.1988743
1,36.22320303
2,63.15789474
2,68.23529412
2,59.81308411
2,58.06451613
1,67.95918367
1,31.42857143
1,50.96153846
1,36.02150538
2,40
2,55.8974359
1,26.92307692
1,94
1,70.76923077
1,30.15308912
2,91.29664769
2,91.25334431
2,77.68945416
2,73.11411992
2,75.24420024
2,67.13099761
1,30.76923077
1,40
1,65.57377049
2,98.11320755
2,95.24555904
2,43.47826087
2,41.66666667
1,60.75949367
2,37.03703704
2,31.11111111
4,29.21348315
4,33.96226415
4,26.82926829
4,37.03703704
1,67.56756757
2,78.89930305
2,70.04025302
6,25.3968254
6,52.66968326
6,43.07692308
6,60.25641026
6,29.41176471
6,37.5
2,70.33863729
2,64.27506919
2,49.40487436
2,53.2381802
4,27.93699187
4,33.56745683
4,96.25
4,82.27259927
1,42.37288136
1,75
1,36.53846154
2,30.43478261
2,35.44303797
1,85.41666667
1,74.6031746
1,66.97957839
2,70.96083231
2,75.19025875
4,79.44444444
4,74.0430622
4,98.21428571
4,86.74944403
1,69.82304217
2,94.92473118
2,94.80519481
2,63.48684211
2,76.11940299
1,31.16438356
1,48.71794872
1,41.93548387
2,94.87179487
2,45.50706033
1,34.83709273
1,56.98944303
1,36.50793651
2,92.46143058
2,98.07692308
1,74.33944848
2,93.33333333
2,94.89795918
1,86.20689655
1,61.18796992
1,32
1,90
1,81.25
1,34.3201041
2,81.48148148
2,88.01932367
1,94.11764706
1,49.17748918
1,46.85242518
1,100
1,100
2,74.11764706
2,61.77617762
2,58.74363328
2,53.82352941
1,92.83097855
1,95.34883721
1,44.30379747
1,87.09677419
1,48.27586207
1,26.5625
2,95.83333333
2,30.96187943
1,28.23529412
1,27.27272727
1,59.09090909
1,70.49180328
2,33.8028169
2,28.91566265
3,48.97959184
3,29.41176471
3,30
1,92.86890646
1,41.37931034
1,97.10144928
3,36.36363636
3,25.80645161
3,31.25
1,25.34996957
1,84.01315789
1,32.92999136
1,56.70103093
2,48.10126582
2,54.09836066
3,39.56043956
3,55.17241379
3,41.86046512
5,51.61290323
5,46.15384615
